pair_id	Sentence_A	Sentence_B	relation	order	additional_dimension	origin	A_cause_B	B_cause_A	A_precede_B	B_precede_A	answers	majority_vote	average_vote	quest_label	connective	connected_sent	conn_in_list	pair_ID	accept_answers	accept_st_dev	accept_average_vote	generated_answer_normal	generated_answer_outlines	answer_greedy_cleaned
340	Matteo sat at the desk.	Matteo turned on the computer.	temporal	B follows A	none	origin	False	False	True	False	['YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES']	no	-0.6	BA_temp	then	Matteo sat at the desk, after Matteo turned on the computer.	after	2380	['10', '8', '2', '3', '7', '9', '10', '8', '9', '4', '7', '8', '10', '10', '7']	2.499777767900357	7.466666666666667	"Rating: 5

Explanation: The use of ""after"" suggests a sequence of events, which is appropriate since Matteo turned on the computer before sitting at the desk. However, the phrasing could be improved for clarity, as it implies a direct"	4	5
253	Ross bowed to the audience.	Ross acted in the theater.	temporal	A follows B	none	Descript	False	False	False	True	['YES', 'YES', 'YES', 'YES', 'NO', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	0.8	BA_cause	after	Ross bowed to the audience, because Ross acted in the theater.	because	3642	['10', '9', '9', '8', '4', '8', '10', '10', '9', '6', '10', '10', '6', '9', '10']	1.7838784213679535	8.533333333333333	"Rating: 3

Explanation: The use of ""because"" suggests a causal relationship, implying that Ross bowed to the audience as a direct result of acting in the theater. However, while it is possible that acting in the theater could lead to bow"	4	3
367	The teacher started the lesson.	The teacher called the roll.	temporal	A follows B	none	origin	False	False	False	True	['NO', 'YES', 'NO', 'YES', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO']	no	-0.4	AB_cause	after	The teacher started the lesson, so the teacher called the roll.	so	2422	['9', '9', '3', '10', '1', '5', '2', '9', '8', '1', '4', '8', '3', '7', '2']	3.179098404684364	5.4	"Rating: 3

Explanation: The connective ""so"" implies a cause-and-effect relationship, suggesting that starting the lesson directly led to calling the roll. However, calling the roll is typically a routine part of starting a lesson rather than a direct effect"	4	3
116	Jack decided to choose anthropology as his major in college.	Jack's interest is to study the human species.	causality	A follows B	none	e-care	False	True	False	True	['NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'YES', 'NO', 'NO', 'YES']	no	-0.4	AB_cause	because	Jack decided to choose anthropology as his major in college, so Jack's interest is to study the human species.	so	1424	['10', '9', '7', '8', '5', '7', '10', '4', '7', '2', '1', '9', '10', '8', '6']	2.729265265394496	6.866666666666666	"Rating: 6

Explanation: The connective ""so"" indicates a result or consequence, but the relationship between Jack choosing anthropology and his interest in studying the human species is somewhat weak. While it can be inferred that choosing anthropology aligns with an interest in"	7	6
270	Gaia saw the bus approaching.	Gaia waited at the bus stop.	temporal	A follows B	none	Descript	False	False	False	True	['YES', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'YES', 'YES', 'NO']	no	-0.2	AB_cause	after	Gaia saw the bus approaching, so Gaia waited at the bus stop.	so	4316	['10', '9', '8', '10', '10', '5', '10', '10', '10', '6', '10', '9', '10', '10', '10']	1.5434449203720304	9.133333333333333	"Rating: 8

Explanation: The connective ""so"" indicates a cause-and-effect relationship, suggesting that Gaia's action of waiting at the bus stop was a result of seeing the bus approaching. While the connection is logical, it could be slightly improved"	8	8
254	The train arrived.	Dina waited for the train to arrive.	temporal	A follows B	none	Descript	False	False	False	True	['YES', 'YES', 'YES', 'YES', 'YES', 'NO', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	0.8333333333333334	BA_temp	after	The train arrived, after Dina waited for the train to arrive.	after	2302	['10', '9', '5', '7', '6', '3', '10', '8', '2', '8', '1', '8', '9', '4', '10']	2.913569784454954	6.666666666666667	"Rating: 3

Explanation: The use of ""after"" suggests a sequence of events, but the sentence is somewhat awkward because it implies that Dina's waiting is directly linked to the train's arrival, which is not clearly expressed. A more appropriate"	6	3
537	The traffic light became green.	Luke was late for school.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO']	no	-0.8	AB_temp	other	The traffic light became green, then Luke was late for school.	then	1642	['5', '3', '1', '4', '2', '3', '1', '1', '1', '1', '4', '1', '1', '2', '1']	1.339983416149452	2.066666666666667	"Rating: 3

Explanation: The use of ""then"" suggests a sequence of events, but the relationship between the traffic light turning green and Luke being late for school is unclear. The sentence implies that the two events are connected in time, but"	5	3
106	Larry has a weight problem.	Larry decided to run every night.	causality	B follows A	none	big_bench	True	False	True	False	['YES', 'YES', 'YES', 'NO', 'NO', 'NO', 'YES', 'NO', 'YES', 'NO']	inconclusive	0.0	BA_cause	thus	Larry has a weight problem, because Larry decided to run every night.	because	1116	['5', '2', '2', '1', '1', '4', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.2	1.6	"Rating: 2

Explanation: The use of ""because"" suggests a causal relationship, implying that Larry's decision to run every night is the reason for his weight problem. However, this is illogical, as running is typically associated with weight loss"	4	2
373	The students put their books in their backpacks.	The students closed their books.	temporal	A follows B	none	origin	False	False	False	True	['NO', 'NO', 'YES', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO']	no	-0.6	AB_cause	after	The students put their books in their backpacks, so the students closed their books.	so	1960	['7', '5', '6', '1', '3', '8', '1', '5', '4', '1', '5', '1', '1', '1', '1']	2.4404006956964164	3.333333333333333	"Rating: 3

Explanation: The use of ""so"" suggests a causal relationship, implying that the action of putting books in backpacks directly led to the action of closing the books. However, the connection between these two actions is weak, as closing"	5	3
215	Julie chose a dress to wear.	Julie opened the closet.	temporal	A follows B	none	origin	False	False	False	True	['NO', 'YES', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.6	AB_temp	after	Julie chose a dress to wear, then Julie opened the closet.	then	3319	['6', '2', '6', '8', '6', '4', '1', '5', '8', '1', '3', '1', '1', '1', '1']	2.602562839459085	3.6	"Rating: 3

Explanation: The use of ""then"" suggests a sequence of events, but the relationship between choosing a dress and opening the closet is not clearly causal or necessary. It implies a chronological order rather than a meaningful connection between the two"	7	3
156	The meat in the fridge spoiled.	The power was out for days.	causality	A follows B	none	big_bench	False	True	False	True	['YES', 'NO', 'YES', 'YES', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO']	no	-0.2	AB_cause	because	The meat in the fridge spoiled, so the power was out for days.	so	4503	['2', '2', '9', '1', '1', '4', '1', '7', '1', '1', '1', '1', '1', '1', '5']	2.472964932132188	2.533333333333333	"Rating: 2

Explanation: The connective ""so"" suggests a causal relationship, indicating that the power being out caused the meat to spoil. However, the sentence implies that the meat spoiled because the power was out, not the other way around."	4	2
471	Lili graduated from college.	Amanda applied to a university.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	AB_cause	other	Lili graduated from college, so Amanda applied to a university.	so	1741	['5', '4', '4', '7', '2', '7', '1', '1', '2', '4', '5', '1', '5', '1', '1']	2.1186998109427604	3.333333333333333	"Rating: 2

Explanation: The connective ""so"" implies a causal relationship, suggesting that Lili's graduation directly caused Amanda to apply to a university. However, there is no clear causal link between the two events; Amanda's decision to apply"	4	2
129	Mario and Lili live in two different houses.	Mario and Lili divorced one year ago.	causality	A follows B	none	origin	False	True	False	True	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'YES', 'NO']	no	-0.6	AB_temp	because	Mario and Lili live in two different houses, then Mario and Lili divorced one year ago.	then	928	['1', '2', '3', '1', '3', '6', '1', '8', '1', '1', '1', '1', '1', '4', '4']	2.093375795747677	2.533333333333333	"Rating: 4

Explanation: The use of ""then"" suggests a sequence of events, but the connection between living in different houses and the divorce is not clearly established. While it implies a chronological order, it does not effectively convey a causal or"	5	4
96	Luke is allergic to pollen.	Luke often sneezes in spring.	causality	B follows A	none	origin	True	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	AB_temp	thus	Luke is allergic to pollen, then Luke often sneezes in spring.	then	1258	['2', '7', '5', '1', '3', '10', '10', '10', '2', '1', '1', '4', '1', '3', '7']	3.3638602164114304	4.466666666666667	"Rating: 5

Explanation: The use of ""then"" suggests a sequence of events, but it does not clearly indicate a causal relationship between Luke's allergy to pollen and his sneezing in spring. A more appropriate connective might be ""because"""	5	5
316	The mum cut the cake into pieces.	The child ate the cake.	temporal	B follows A	none	Descript	False	False	True	False	['NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO']	no	-0.6	BA_cause	then	The mum cut the cake into pieces, because the child ate the cake.	because	2193	['8', '1', '2', '3', '2', '1', '1', '3', '2', '1', '1', '1', '1', '1', '4']	1.820866704499689	2.1333333333333333	"Rating: 1

The connective ""because"" is used incorrectly in this sentence. The relationship implied is that the mum cut the cake as a result of the child eating it, which does not logically follow. The cutting of the cake should precede"	1	1
7	Kevin spends lots of money on gambling.	Kevin has a lot of debts.	causality	B follows A	socially_challenging	origin	True	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'NO', 'YES', 'YES', 'YES']	yes	0.8	AB_temp	thus	Kevin spends lots of money on gambling, then Kevin has a lot of debts.	then	4472	['2', '8', '3', '1', '7', '10', '10', '8', '2', '3', '1', '3', '1', '6', '7']	3.208322510804257	4.8	"Rating: 7

Explanation: The use of ""then"" suggests a sequence of events, indicating that Kevin's spending on gambling leads to him having debts. However, the causal relationship implied by the sentence could be stronger, as ""then"" typically"	7	7
278	Leonard went to the bathtub.	Leonard turned on the water.	temporal	B follows A	none	Descript	False	False	True	False	['NO', 'NO', 'YES', 'YES', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO']	no	-0.4	BA_cause	then	Leonard went to the bathtub, because Leonard turned on the water.	because	3046	['6', '2', '3', '2', '7', '1', '1', '9', '1', '1', '4', '1', '1', '2', '6']	2.55255862921022	3.1333333333333333	"Rating: 2

The connective ""because"" is intended to express a causal relationship, but in this sentence, the cause and effect are not logically connected. Turning on the water does not inherently explain why Leonard went to the bathtub. A more appropriate"	4	2
453	Jey enjoyed a peaceful afternoon nap.	Jey woke up refreshed after a good night's sleep.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO']	no	-0.8	BA_cause	other	Jey enjoyed a peaceful afternoon nap, because Jey woke up refreshed after a good night's sleep.	because	610	['2', '2', '2', '1', '3', '4', '1', '2', '1', '1', '2', '1', '1', '1', '8']	1.7838784213679535	2.1333333333333333	"Rating: 7

Explanation: The connective ""because"" is used to indicate a causal relationship, suggesting that Jey enjoyed the nap due to waking up refreshed. However, the connection could be clearer if the sentence explicitly stated that waking up refreshed was"	7	7
87	Susan decided to buy pesticide.	There are cockroaches in the house.	causality	A follows B	none	origin	False	True	False	True	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'YES']	no	-0.6	AB_temp	because	Susan decided to buy pesticide, then there are cockroaches in the house.	then	2884	['2', '2', '2', '1', '1', '7', '1', '10', '1', '1', '1', '3', '1', '1', '1']	2.547329756605706	2.333333333333333	"Rating: 2

The connective ""then"" is used to indicate a sequence of events, but in this sentence, it does not clearly express a logical relationship between Susan's decision to buy pesticide and the presence of cockroaches. The sentence implies"	4	2
90	Health insurance did not cover Jacob's treatment.	Jacob had to pay a lot of money for the treatment.	causality	B follows A	none	origin	True	False	True	False	['YES', 'YES', 'NO', 'NO', 'YES', 'NO', 'YES', 'NO', 'NO', 'NO']	no	-0.2	BA_cause	thus	Health insurance did not cover Jacob's treatment, because Jacob had to pay a lot of money for the treatment.	because	1986	['8', '2', '10', '2', '6', '5', '10', '6', '1', '1', '8', '1', '5', '9', '5']	3.172100600898752	5.266666666666667	"Rating: 2

The use of ""because"" in this sentence is not appropriate as it suggests a causal relationship that doesn't logically connect the two events. The first part states that health insurance did not cover Jacob's treatment, while the second part states"	7	2
51	Luke transferred his money to an offshore bank account.	Luke does not want to pay taxes.	causality	A follows B	socially_challenging	origin	False	True	False	True	['YES', 'NO', 'NO', 'YES', 'YES', 'YES', 'NO', 'YES', 'NO', 'NO']	inconclusive	0.0	AB_cause	because	Luke transferred his money to an offshore bank account, so Luke does not want to pay taxes.	so	1460	['10', '8', '9', '10', '4', '6', '1', '7', '4', '1', '1', '8', '1', '8', '8']	3.315954697452237	5.733333333333333	"Rating: 8

Explanation: The connective ""so"" effectively indicates a causal relationship between the two events, suggesting that Luke's action of transferring money is motivated by a desire to avoid paying taxes. However, the connection could be seen as somewhat speculative"	8	8
475	Kevin plays the piano.	Luke plays the guitar.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.8	BA_cause	other	Kevin plays the piano, because Luke plays the guitar.	because	457	['2', '2', '10', '10', '4', '5', '1', '1', '9', '1', '5', '5', '4', '5', '1']	3.091206165165235	4.333333333333333	"Rating: 2

Explanation: The use of ""because"" suggests a causal relationship, implying that Kevin plays the piano as a result of Luke playing the guitar. However, this connection is weak and not logically sound, as one person's choice to play"	3	2
499	Martin and Kevin planned a surprise party.	Kevin's birthday was last week.	no_rel	none	none	origin	False	False	False	False	['YES', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO']	no	-0.4	BA_temp	other	Martin and Kevin planned a surprise party, after Kevin's birthday was last week.	after	1445	['2', '7', '1', '1', '7', '8', '1', '5', '1', '3', '5', '1', '1', '10', '1']	3.0287511177601463	3.6	"Rating: 3

The use of ""after"" suggests a temporal relationship, indicating that the planning occurred following Kevin's birthday. However, the connection between the two events (planning a surprise party and the timing of Kevin's birthday) is not strong"	4	3
181	John loves children.	John decided to become a pediatrician.	causality	B follows A	none	e-care	True	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'NO', 'YES']	yes	0.8	AB_temp	thus	John loves children, then John decided to become a pediatrician.	then	2432	['10', '9', '1', '1', '2', '5', '10', '9', '3', '1', '3', '6', '1', '7', '4']	3.350621832834417	4.8	"Rating: 5

Explanation: The use of ""then"" suggests a sequence of events, but it does not clearly express a causal relationship between John's love for children and his decision to become a pediatrician. While it implies that his love for children"	6	5
242	Jack entered the grocery store and grabbed a shopping cart.	Jack filled the cart with food.	temporal	B follows A	none	Descript	False	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	AB_cause	then	Jack entered the grocery store and grabbed a shopping cart, so Jack filled the cart with food.	so	2310	['10', '10', '10', '9', '6', '6', '10', '10', '8', '1', '3', '8', '10', '7', '9']	2.6882460204874605	7.8	"Rating: 7

Explanation: The connective ""so"" indicates a cause-and-effect relationship, suggesting that Jack filled the cart with food as a result of entering the grocery store and grabbing a shopping cart. While the connection is logical, the sequence of"	8	7
88	The child was running into a road with a lot of traffic.	The parents stopped the child.	causality	B follows A	none	origin	True	False	True	False	['NO', 'YES', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'YES', 'YES']	no	-0.2	BA_temp	thus	The child was running into a road with a lot of traffic, after the parents stopped the child.	after	2870	['2', '1', '1', '1', '3', '5', '1', '3', '1', '1', '3', '1', '1', '1', '1']	1.1813363431112898	1.7333333333333334	"Rating: 2

Explanation: The use of ""after"" suggests a sequence of events, but it implies that the child ran into the road after the parents stopped them, which is contradictory. The parents stopping the child should logically prevent the child from"	4	2
56	The terrorists planned a suicide attack.	The terrorists asked a woman to make herself explode.	causality	B follows A	socially_challenging	origin	True	False	True	False	['YES', 'YES', 'NO', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	0.8	AB_temp	thus	The terrorists planned a suicide attack, then the terrorists asked a woman to make herself explode.	then	2777	['10', '2', '1', '9', '6', '8', '10', '7', '10', '3', '7', '1', '5', '9', '8']	3.158058475287203	6.4	"Rating: 3

Explanation: The use of ""then"" suggests a sequence of events, but it does not effectively convey a clear causal or logical relationship between the two actions. The planning of the attack and the request for the woman to make herself"	1	3
276	Kevin got off the bus.	Kevin waited until the bus arrived at its destination.	temporal	A follows B	none	Descript	False	False	False	True	['YES', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.6	AB_temp	after	Kevin got off the bus, then Kevin waited until the bus arrived at its destination.	then	4200	['2', '1', '1', '3', '1', '6', '1', '2', '1', '8', '3', '1', '6', '1', '1']	2.217105219775452	2.533333333333333	"Rating: 5

The use of ""then"" suggests a sequence of events, but the relationship between getting off the bus and waiting until the bus arrives at its destination is not clearly logical. It implies a chronological order but lacks clarity on why Kevin"	7	5
482	The sun shined brightly in the sky.	The moon disappeared behind thick clouds.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO']	no	-0.8	AB_temp	other	The sun shined brightly in the sky, then the moon disappeared behind thick clouds.	then	1832	['2', '2', '1', '2', '3', '5', '1', '1', '1', '8', '6', '6', '7', '5', '2']	2.36267268622258	3.466666666666667	"Rating: 3

Explanation: The use of ""then"" suggests a sequence of events, but the relationship between the sun shining and the moon disappearing is not logically clear. The moon's disappearance is not a direct consequence of the sun shining, making"	7	3
118	The window broke.	The boy made a mistake in throwing the ball.	causality	A follows B	none	origin	False	True	False	True	['YES', 'NO', 'YES', 'YES', 'NO', 'YES', 'NO', 'YES', 'NO', 'YES']	yes	0.2	AB_temp	because	The window broke, then the boy made a mistake in throwing the ball.	then	3222	['1', '1', '1', '1', '1', '5', '1', '7', '1', '1', '1', '1', '1', '1', '6']	2.0330600909302543	2.0	"Rating: 5

Explanation: The use of ""then"" suggests a sequence of events, but the connection between the window breaking and the boy making a mistake in throwing the ball is not clearly causal or sequential. It implies that one event followed the"	5	5
346	Simona got her make-up case.	Simona put on lipstick.	temporal	B follows A	none	origin	False	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	AB_temp	then	Simona got her make-up case, then Simona put on lipstick.	then	1380	['10', '10', '10', '10', '9', '8', '10', '9', '10', '10', '10', '10', '10', '10', '10']	0.5734883511361751	9.733333333333333	"Rating: 10

The connective ""then"" effectively indicates a sequence of events, showing that Simona's action of getting her make-up case is followed by the action of putting on lipstick. The relationship between the two events is clear and logical."	8	10
