pair_id	Sentence_A	Sentence_B	relation	order	additional_dimension	origin	A_cause_B	B_cause_A	A_precede_B	B_precede_A	answers	majority_vote	average_vote	quest_label	connective	connected_sent	conn_in_list	pair_ID	accept_answers	accept_st_dev	accept_average_vote	generated_answer_normal	generated_answer_outlines	answer_greedy_cleaned
247	June decided to get the train.	June looked up for train information online.	temporal	B follows A	none	Descript	False	False	True	False	['YES', 'YES', 'YES', 'NO', 'YES', 'NO', 'NO', 'NO', 'YES', 'NO']	inconclusive	0.0	BA_cause	then	June decided to get the train, because june looked up for train information online.	because	2255	['8', '8', '10', '5', '9', '4', '10', '10', '6', '5', '4', '2', '9', '9', '8']	2.499777767900357	7.133333333333334	"To evaluate the acceptability of the sentence, we need to consider how well the connective ""because"" expresses the causal relationship between the two events. The sentence is structured as follows:

1. Event 1: June decided to get the train.
2"	6	2
138	Martina has less chance of getting the flu.	Martina has been vaccinated against the flu.	causality	A follows B	none	e-care	False	True	False	True	['YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'YES']	no	-0.4	AB_cause	because	Martina has less chance of getting the flu, so Martina has been vaccinated against the flu.	so	1287	['1', '2', '4', '1', '1', '2', '1', '2', '2', '1', '1', '1', '7', '1', '6']	1.8690461025168248	2.2	"3. The sentence uses ""so"" to imply a cause-and-effect relationship, suggesting that Martina's reduced chance of getting the flu is a result of her vaccination. However, the logical relationship is actually the reverse: Martina has less chance of getting the"	3	3
443	There were a lot of bees in the areas near flowers.	Insects swarmed around the picnic area.	no_rel	none	none	origin	False	False	False	False	['YES', 'YES', 'YES', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.2	AB_temp	other	There were a lot of bees in the areas near flowers, then insects swarmed around the picnic area.	then	1527	['9', '8', '3', '3', '1', '8', '10', '4', '3', '1', '5', '3', '1', '9', '8']	3.15101394615906	5.066666666666666	"4

The use of ""then"" in this sentence suggests a sequence of events, but it doesn't clearly establish a causal or logical connection between the presence of bees near flowers and the insects swarming around the picnic area. The sentence could be improved by"	4	4
102	Albert broke a leg.	Albert fell down the stairs.	causality	A follows B	none	origin	False	True	False	True	['YES', 'YES', 'YES', 'YES', 'YES', 'NO', 'YES', 'YES', 'YES', 'YES']	yes	0.8	BA_temp	because	Albert broke a leg, after Albert fell down the stairs.	after	3735	['10', '10', '9', '9', '9', '9', '10', '8', '2', '10', '7', '9', '10', '3', '8']	2.4000000000000004	8.2	"6

The sentence ""Albert broke a leg, after Albert fell down the stairs"" is somewhat acceptable, but the use of ""after"" is not the most natural choice for expressing the causal relationship between the two events. ""After"" indicates a sequence"	6	6
541	The model struck a pose.	The model in the photo is beautiful.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'YES', 'NO', 'NO']	no	-0.6	BA_temp	other	The model struck a pose, after the model in the photo is beautiful.	after	855	['1', '2', '1', '2', '1', '1', '10', '7', '6', '1', '5', '1', '1', '1', '1']	2.768071932270226	2.7333333333333334	"The sentence ""The model struck a pose, after the model in the photo is beautiful."" uses the connective ""after"" to link two events. However, the use of ""after"" is not appropriate here because it suggests a temporal sequence, which doesn't"	2	-1
340	Matteo sat at the desk.	Matteo turned on the computer.	temporal	B follows A	none	origin	False	False	True	False	['YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES']	no	-0.6	BA_temp	then	Matteo sat at the desk, after Matteo turned on the computer.	after	2380	['10', '8', '2', '3', '7', '9', '10', '8', '9', '4', '7', '8', '10', '10', '7']	2.499777767900357	7.466666666666667	"The sentence ""Matteo sat at the desk, after Matteo turned on the computer."" uses the connective ""after"" to link two events in a sequential order. The use of ""after"" is appropriate here because it indicates that the action of sitting"	3	-1
253	Ross bowed to the audience.	Ross acted in the theater.	temporal	A follows B	none	Descript	False	False	False	True	['YES', 'YES', 'YES', 'YES', 'NO', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	0.8	BA_cause	after	Ross bowed to the audience, because Ross acted in the theater.	because	3642	['10', '9', '9', '8', '4', '8', '10', '10', '9', '6', '10', '10', '6', '9', '10']	1.7838784213679535	8.533333333333333	"The sentence ""Ross bowed to the audience, because Ross acted in the theater."" uses the connective ""because"" to link the two events. The use of ""because"" suggests a causal relationship, implying that Ross bowed to the audience as a result of"	3	-1
367	The teacher started the lesson.	The teacher called the roll.	temporal	A follows B	none	origin	False	False	False	True	['NO', 'YES', 'NO', 'YES', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO']	no	-0.4	AB_cause	after	The teacher started the lesson, so the teacher called the roll.	so	2422	['9', '9', '3', '10', '1', '5', '2', '9', '8', '1', '4', '8', '3', '7', '2']	3.179098404684364	5.4	"3

The sentence uses ""so"" to link the two events, but ""so"" typically indicates a cause-and-effect relationship. In this case, starting the lesson and calling the roll are related actions, but the use of ""so"" doesn't clearly"	3	3
116	Jack decided to choose anthropology as his major in college.	Jack's interest is to study the human species.	causality	A follows B	none	e-care	False	True	False	True	['NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'YES', 'NO', 'NO', 'YES']	no	-0.4	AB_cause	because	Jack decided to choose anthropology as his major in college, so Jack's interest is to study the human species.	so	1424	['10', '9', '7', '8', '5', '7', '10', '4', '7', '2', '1', '9', '10', '8', '6']	2.729265265394496	6.866666666666666	"6

The sentence uses ""so"" to imply a causal relationship between Jack's decision to major in anthropology and his interest in studying the human species. While the connection is logical, the phrasing is somewhat awkward. Typically, one would expect the interest"	6	6
270	Gaia saw the bus approaching.	Gaia waited at the bus stop.	temporal	A follows B	none	Descript	False	False	False	True	['YES', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'YES', 'YES', 'NO']	no	-0.2	AB_cause	after	Gaia saw the bus approaching, so Gaia waited at the bus stop.	so	4316	['10', '9', '8', '10', '10', '5', '10', '10', '10', '6', '10', '9', '10', '10', '10']	1.5434449203720304	9.133333333333333	"8

The sentence uses ""so"" to indicate a cause-and-effect relationship between the two events: Gaia saw the bus approaching, which led to her decision to wait at the bus stop. The use of ""so"" is appropriate here, as it"	8	8
254	The train arrived.	Dina waited for the train to arrive.	temporal	A follows B	none	Descript	False	False	False	True	['YES', 'YES', 'YES', 'YES', 'YES', 'NO', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	0.8333333333333334	BA_temp	after	The train arrived, after Dina waited for the train to arrive.	after	2302	['10', '9', '5', '7', '6', '3', '10', '8', '2', '8', '1', '8', '9', '4', '10']	2.913569784454954	6.666666666666667	"3

The sentence is somewhat awkward because the use of ""after"" suggests a sequence where the first event should be completed before the second event occurs. However, the sentence structure implies that Dina was waiting for the train to arrive, which is a continuous"	3	3
537	The traffic light became green.	Luke was late for school.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO']	no	-0.8	AB_temp	other	The traffic light became green, then Luke was late for school.	then	1642	['5', '3', '1', '4', '2', '3', '1', '1', '1', '1', '4', '1', '1', '2', '1']	1.339983416149452	2.066666666666667	"3

The sentence uses ""then"" to link two events, but the relationship between the traffic light turning green and Luke being late for school is not clearly causal or sequential in a way that makes sense. The use of ""then"" suggests a sequence"	3	3
106	Larry has a weight problem.	Larry decided to run every night.	causality	B follows A	none	big_bench	True	False	True	False	['YES', 'YES', 'YES', 'NO', 'NO', 'NO', 'YES', 'NO', 'YES', 'NO']	inconclusive	0.0	BA_cause	thus	Larry has a weight problem, because Larry decided to run every night.	because	1116	['5', '2', '2', '1', '1', '4', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.2	1.6	"2

The sentence uses ""because"" to link the two events, suggesting a causal relationship where Larry's decision to run every night is the cause of his weight problem. However, this does not logically make sense, as running every night would typically be"	2	2
373	The students put their books in their backpacks.	The students closed their books.	temporal	A follows B	none	origin	False	False	False	True	['NO', 'NO', 'YES', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO']	no	-0.6	AB_cause	after	The students put their books in their backpacks, so the students closed their books.	so	1960	['7', '5', '6', '1', '3', '8', '1', '5', '4', '1', '5', '1', '1', '1', '1']	2.4404006956964164	3.333333333333333	"2. The use of ""so"" suggests a cause-and-effect relationship, but in this sentence, the sequence of events is reversed. Typically, students would close their books before putting them in their backpacks. The connective ""so"" does not appropriately express"	2	2
215	Julie chose a dress to wear.	Julie opened the closet.	temporal	A follows B	none	origin	False	False	False	True	['NO', 'YES', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.6	AB_temp	after	Julie chose a dress to wear, then Julie opened the closet.	then	3319	['6', '2', '6', '8', '6', '4', '1', '5', '8', '1', '3', '1', '1', '1', '1']	2.602562839459085	3.6	"Rating: 3

The sentence ""Julie chose a dress to wear, then Julie opened the closet"" uses the connective ""then"" to link the two events. However, the sequence of events seems illogical because typically, one would open the closet"	2	3
156	The meat in the fridge spoiled.	The power was out for days.	causality	A follows B	none	big_bench	False	True	False	True	['YES', 'NO', 'YES', 'YES', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO']	no	-0.2	AB_cause	because	The meat in the fridge spoiled, so the power was out for days.	so	4503	['2', '2', '9', '1', '1', '4', '1', '7', '1', '1', '1', '1', '1', '1', '5']	2.472964932132188	2.533333333333333	"3

The sentence uses ""so"" to imply a cause-and-effect relationship, suggesting that the meat spoiling caused the power to be out, which is illogical. The more logical relationship is that the power being out caused the meat to spoil."	3	3
471	Lili graduated from college.	Amanda applied to a university.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	AB_cause	other	Lili graduated from college, so Amanda applied to a university.	so	1741	['5', '4', '4', '7', '2', '7', '1', '1', '2', '4', '5', '1', '5', '1', '1']	2.1186998109427604	3.333333333333333	"3

The sentence ""Lili graduated from college, so Amanda applied to a university"" uses the connective ""so"" to imply a causal relationship between the two events. However, the connection between Lili's graduation and Amanda's decision to apply to"	3	3
129	Mario and Lili live in two different houses.	Mario and Lili divorced one year ago.	causality	A follows B	none	origin	False	True	False	True	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'YES', 'NO']	no	-0.6	AB_temp	because	Mario and Lili live in two different houses, then Mario and Lili divorced one year ago.	then	928	['1', '2', '3', '1', '3', '6', '1', '8', '1', '1', '1', '1', '1', '4', '4']	2.093375795747677	2.533333333333333	"Rating: 4

Explanation: The use of ""then"" in this sentence suggests a sequence of events, but it does not clearly express the causal relationship between the two events. ""Then"" typically indicates a chronological order, but in this context,"	3	4
96	Luke is allergic to pollen.	Luke often sneezes in spring.	causality	B follows A	none	origin	True	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	AB_temp	thus	Luke is allergic to pollen, then Luke often sneezes in spring.	then	1258	['2', '7', '5', '1', '3', '10', '10', '10', '2', '1', '1', '4', '1', '3', '7']	3.3638602164114304	4.466666666666667	"3

The sentence uses ""then"" to link the two events, but ""then"" typically indicates a sequence of events rather than a causal relationship. In this case, the relationship is causal (Luke is allergic to pollen, which causes him to snee"	3	3
316	The mum cut the cake into pieces.	The child ate the cake.	temporal	B follows A	none	Descript	False	False	True	False	['NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO']	no	-0.6	BA_cause	then	The mum cut the cake into pieces, because the child ate the cake.	because	2193	['8', '1', '2', '3', '2', '1', '1', '3', '2', '1', '1', '1', '1', '1', '4']	1.820866704499689	2.1333333333333333	"2

The sentence is not very acceptable because the use of ""because"" suggests a causal relationship that doesn't logically fit. The child eating the cake would typically be a result of the cake being cut, not the reason for cutting it. A more appropriate"	2	2
7	Kevin spends lots of money on gambling.	Kevin has a lot of debts.	causality	B follows A	socially_challenging	origin	True	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'NO', 'YES', 'YES', 'YES']	yes	0.8	AB_temp	thus	Kevin spends lots of money on gambling, then Kevin has a lot of debts.	then	4472	['2', '8', '3', '1', '7', '10', '10', '8', '2', '3', '1', '3', '1', '6', '7']	3.208322510804257	4.8	"7

The sentence uses ""then"" to indicate a sequence of events, which is appropriate in this context. Spending lots of money on gambling can lead to having a lot of debts, so the sequence makes sense. However, ""then"" is more"	7	7
278	Leonard went to the bathtub.	Leonard turned on the water.	temporal	B follows A	none	Descript	False	False	True	False	['NO', 'NO', 'YES', 'YES', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO']	no	-0.4	BA_cause	then	Leonard went to the bathtub, because Leonard turned on the water.	because	3046	['6', '2', '3', '2', '7', '1', '1', '9', '1', '1', '4', '1', '1', '2', '6']	2.55255862921022	3.1333333333333333	"The sentence ""Leonard went to the bathtub, because Leonard turned on the water."" uses the connective ""because"" to express a causal relationship between the two events. The sentence implies that turning on the water caused Leonard to go to the bathtub, which"	3	-1
453	Jey enjoyed a peaceful afternoon nap.	Jey woke up refreshed after a good night's sleep.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO']	no	-0.8	BA_cause	other	Jey enjoyed a peaceful afternoon nap, because Jey woke up refreshed after a good night's sleep.	because	610	['2', '2', '2', '1', '3', '4', '1', '2', '1', '1', '2', '1', '1', '1', '8']	1.7838784213679535	2.1333333333333333	"To evaluate the acceptability of the sentence, we need to consider how well the connective ""because"" expresses the causal relationship between the two events. In this sentence, the use of ""because"" suggests that Jey's peaceful afternoon nap is a result"	3	-1
87	Susan decided to buy pesticide.	There are cockroaches in the house.	causality	A follows B	none	origin	False	True	False	True	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'YES']	no	-0.6	AB_temp	because	Susan decided to buy pesticide, then there are cockroaches in the house.	then	2884	['2', '2', '2', '1', '1', '7', '1', '10', '1', '1', '1', '3', '1', '1', '1']	2.547329756605706	2.333333333333333	"2

The sentence uses ""then"" to link the two events, but the order of events is unclear and the causal relationship is not well expressed. Typically, ""then"" suggests a sequence where the first event leads to the second, but here it"	2	2
90	Health insurance did not cover Jacob's treatment.	Jacob had to pay a lot of money for the treatment.	causality	B follows A	none	origin	True	False	True	False	['YES', 'YES', 'NO', 'NO', 'YES', 'NO', 'YES', 'NO', 'NO', 'NO']	no	-0.2	BA_cause	thus	Health insurance did not cover Jacob's treatment, because Jacob had to pay a lot of money for the treatment.	because	1986	['8', '2', '10', '2', '6', '5', '10', '6', '1', '1', '8', '1', '5', '9', '5']	3.172100600898752	5.266666666666667	"3

The sentence uses ""because"" to link the two events, but the causal relationship is not clear. The sentence implies that Jacob had to pay a lot of money because the insurance did not cover the treatment, not the other way around. The"	3	3
51	Luke transferred his money to an offshore bank account.	Luke does not want to pay taxes.	causality	A follows B	socially_challenging	origin	False	True	False	True	['YES', 'NO', 'NO', 'YES', 'YES', 'YES', 'NO', 'YES', 'NO', 'NO']	inconclusive	0.0	AB_cause	because	Luke transferred his money to an offshore bank account, so Luke does not want to pay taxes.	so	1460	['10', '8', '9', '10', '4', '6', '1', '7', '4', '1', '1', '8', '1', '8', '8']	3.315954697452237	5.733333333333333	"I would rate this sentence a 7 out of 10. The connective ""so"" is used to indicate a cause-and-effect relationship, suggesting that Luke transferred his money to an offshore bank account because he does not want to pay taxes. While the"	7	7
475	Kevin plays the piano.	Luke plays the guitar.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.8	BA_cause	other	Kevin plays the piano, because Luke plays the guitar.	because	457	['2', '2', '10', '10', '4', '5', '1', '1', '9', '1', '5', '5', '4', '5', '1']	3.091206165165235	4.333333333333333	"3

The sentence ""Kevin plays the piano, because Luke plays the guitar"" uses ""because"" to link the two events, suggesting a causal relationship. However, the sentence does not provide a clear or logical reason why Kevin playing the piano is caused"	3	3
499	Martin and Kevin planned a surprise party.	Kevin's birthday was last week.	no_rel	none	none	origin	False	False	False	False	['YES', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO']	no	-0.4	BA_temp	other	Martin and Kevin planned a surprise party, after Kevin's birthday was last week.	after	1445	['2', '7', '1', '1', '7', '8', '1', '5', '1', '3', '5', '1', '1', '10', '1']	3.0287511177601463	3.6	"3

The sentence is somewhat awkward because the use of ""after"" suggests a sequence of events that doesn't logically fit the context. Typically, a surprise party would be planned before the birthday, not after. The connective ""after"" does not effectively express"	3	3
181	John loves children.	John decided to become a pediatrician.	causality	B follows A	none	e-care	True	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'NO', 'YES']	yes	0.8	AB_temp	thus	John loves children, then John decided to become a pediatrician.	then	2432	['10', '9', '1', '1', '2', '5', '10', '9', '3', '1', '3', '6', '1', '7', '4']	3.350621832834417	4.8	"6

The sentence uses ""then"" to link John's love for children with his decision to become a pediatrician. While ""then"" indicates a sequence of events, it doesn't explicitly convey the causal relationship implied here. A connective like ""so"" or"	4	6
242	Jack entered the grocery store and grabbed a shopping cart.	Jack filled the cart with food.	temporal	B follows A	none	Descript	False	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	AB_cause	then	Jack entered the grocery store and grabbed a shopping cart, so Jack filled the cart with food.	so	2310	['10', '10', '10', '9', '6', '6', '10', '10', '8', '1', '3', '8', '10', '7', '9']	2.6882460204874605	7.8	"8

The sentence uses ""so"" to indicate a cause-and-effect relationship between Jack grabbing a shopping cart and filling it with food. The connective ""so"" is appropriate here, as grabbing a cart is a logical precursor to filling it with food."	8	8
88	The child was running into a road with a lot of traffic.	The parents stopped the child.	causality	B follows A	none	origin	True	False	True	False	['NO', 'YES', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'YES', 'YES']	no	-0.2	BA_temp	thus	The child was running into a road with a lot of traffic, after the parents stopped the child.	after	2870	['2', '1', '1', '1', '3', '5', '1', '3', '1', '1', '3', '1', '1', '1', '1']	1.1813363431112898	1.7333333333333334	"The sentence ""The child was running into a road with a lot of traffic, after the parents stopped the child."" uses the connective ""after"" to link two events. However, the sequence of events is logically incorrect because the child running into the road"	2	-1
56	The terrorists planned a suicide attack.	The terrorists asked a woman to make herself explode.	causality	B follows A	socially_challenging	origin	True	False	True	False	['YES', 'YES', 'NO', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	0.8	AB_temp	thus	The terrorists planned a suicide attack, then the terrorists asked a woman to make herself explode.	then	2777	['10', '2', '1', '9', '6', '8', '10', '7', '10', '3', '7', '1', '5', '9', '8']	3.158058475287203	6.4	"To evaluate the acceptability of the sentence with the connective ""then,"" we need to consider how well it expresses the sequence or causality between the two events. The connective ""then"" typically indicates a chronological sequence, suggesting that one event follows another in"	7	-1
276	Kevin got off the bus.	Kevin waited until the bus arrived at its destination.	temporal	A follows B	none	Descript	False	False	False	True	['YES', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.6	AB_temp	after	Kevin got off the bus, then Kevin waited until the bus arrived at its destination.	then	4200	['2', '1', '1', '3', '1', '6', '1', '2', '1', '8', '3', '1', '6', '1', '1']	2.217105219775452	2.533333333333333	"2

The sentence is confusing because the use of ""then"" suggests a sequential order of events, but the events described do not logically follow one another. Typically, one would expect the bus to arrive at its destination before Kevin gets off, not after"	2	2
482	The sun shined brightly in the sky.	The moon disappeared behind thick clouds.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO']	no	-0.8	AB_temp	other	The sun shined brightly in the sky, then the moon disappeared behind thick clouds.	then	1832	['2', '2', '1', '2', '3', '5', '1', '1', '1', '8', '6', '6', '7', '5', '2']	2.36267268622258	3.466666666666667	"3

The use of ""then"" in this sentence suggests a sequential relationship between the two events, but the connection between the sun shining and the moon disappearing behind clouds is not clear or logical. The sentence implies a cause-and-effect or temporal sequence that"	3	3
118	The window broke.	The boy made a mistake in throwing the ball.	causality	A follows B	none	origin	False	True	False	True	['YES', 'NO', 'YES', 'YES', 'NO', 'YES', 'NO', 'YES', 'NO', 'YES']	yes	0.2	AB_temp	because	The window broke, then the boy made a mistake in throwing the ball.	then	3222	['1', '1', '1', '1', '1', '5', '1', '7', '1', '1', '1', '1', '1', '1', '6']	2.0330600909302543	2.0	"3

The sentence uses ""then"" to link the two events, but the relationship between them is not clearly sequential or causal. ""Then"" typically implies a sequence of events, but in this case, the breaking of the window and the boy's"	3	3
346	Simona got her make-up case.	Simona put on lipstick.	temporal	B follows A	none	origin	False	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	AB_temp	then	Simona got her make-up case, then Simona put on lipstick.	then	1380	['10', '10', '10', '10', '9', '8', '10', '9', '10', '10', '10', '10', '10', '10', '10']	0.5734883511361751	9.733333333333333	"I would rate this sentence an 8 out of 10. The connective ""then"" effectively expresses a sequential relationship between the two events: first, Simona got her make-up case, and then she put on lipstick. The sequence is logical and"	7	8
